atc,name,dc_id,dm_id,ids_annotations,dc_annotations,id,cuis_dc,cuis_ids,cuis_overlap,cuis_overlap_c,terms_dc,cuis_ids_context,cuis_ids_indications,cuis_overlap_ind,cuis_ids_indications_nic,ids_umls,dc_umls,overlap_umls,overlap_umls_context,ids_context
L01BC02,fluorouracil                                                                                                                                                                                                                                              ,26,744737c5-0d96-4214-82ab-6cff016b1ea0                                                                                                                                                                                                                      ,"target:UMLS_CUI:C0334256,role:context,UMLS_CUI:C0337950|target:UMLS_CUI:C0334256,role:context,UMLS_CUI:C0577305|UMLS_CUI:C0334256,DOID_4300,indication,DM|UMLS_CUI:C1274598,indication,DM|label,DB00544","Adenocarcinoma of pancreas,C0281361,DOID:4074|Malignant tumor of colon,C0007102,DOID:219|Superficial basal cell carcinoma,C0862889,|Metastasis from malignant tumor of colon,C1282500,|Actinic keratosis,C0022602,DOID:8866|Metastatic Breast Carcinoma,,|Malignant tumor of stomach,C0024623,DOID:10534|",1771,6,4,0,0,7,2,2,0,2,"C0337950,C0577305,C0334256,C1274598","C0281361,C0007102,C0862889,C1282500,C0022602,C0024623",,,"C0337950,C0577305"
L01DC03,mitomycin                                                                                                                                                                                                                                                 ,1819,3a1300e9-ca6e-4713-b41a-bb913aed3287                                                                                                                                                                                                                      ,"target:UMLS_CUI:C0577731,role:co-prescribed medications,UMLS_CUI:C0729502|UMLS_CUI:C0577731,indication,SYM|label,DB00305","Adenocarcinoma of pancreas,C0281361,DOID:4074|Metastatic Gastric Cancer,,|",1780,1,2,0,0,2,1,1,0,1,"C0729502,C0577731",C0281361,,,C0729502
C01BB02,mexiletine                                                                                                                                                                                                                                                ,1794,ab73778b-6794-441c-b127-610a6d0733ea                                                                                                                                                                                                                      ,"target:UMLS_CUI:C0747932,role:avoid|UMLS_CUI:C0750197,indication,DM|label,DB00379","Ventricular arrhythmia,C0085612,|",1697,1,1,0,0,1,0,1,0,1,C0750197,C0085612,,,
L01XE05,sorafenib                                                                                                                                                                                                                                                 ,2459,b50667e4-5ebc-4968-a646-d605058dbef0                                                                                                                                                                                                                      ,"target:UMLS_CUI:C1337013,role:context,UMLS_CUI:C3841858,UMLS_CUI:C0205269|UMLS_CUI:C1337013,indication,DM|DOID_4450,UMLS_CUI:C0007134,indication,DM|DOID_684,UMLS_CUI:C0279607,indication,DM|label,DB00398","Renal cell carcinoma,C0007134,DOID:4450|Liver cell carcinoma,C2239176,|Carcinoma of thyroid,C3163939,|",1786,3,5,1,0,3,2,3,1,3,"C3841858,C0205269,C1337013,C0007134,C0279607","C0007134,C2239176,C3163939",C0007134,,"C3841858,C0205269"
L01XC02,rituximab                                                                                                                                                                                                                                                 ,4975,b172773b-3905-4a1c-ad95-bab4b6126563                                                                                                                                                                                                                      ,"target:UMLS_CUI:C3495801,target:DOID_12132,target:UMLS_CUI:C2347126,role:co-prescribed medications,UMLS_CUI:C0017710|UMLS_CUI:C2347126,indication,AT|target:UMLS_CUI:C0003873,target:DOID_7148,role:co-prescribed medications,DB00563|target:UMLS_CUI:C0023434,target:DOID_1040,role:co-prescribed medications,DB00531|target:UMLS_CUI:C0023434,target:DOID_1040,role:co-prescribed medications,DB01073|DOID_12132,UMLS_CUI:C3495801,indication,AT|UMLS_CUI:C3495801,indication,AT|UMLS_CUI:C0003873,DOID_7148,indication,AT|UMLS_CUI:C0023434,indication,DOID_1040,AT|DOID_0060060,UMLS_CUI:C0334619,indication,AT|label,DB00073","Non-Hodgkins lymphoma,C0024305,DOID:8675|Chronic lymphoid leukemia, disease,C0023434,DOID:1040|Rheumatoid arthritis,C0003873,DOID:7148|Wegeners granulomatosis,C0043092,DOID:12132|Microscopic polyarteritis nodosa,C0343192,|",1758,5,6,2,0,5,1,5,2,5,"C0017710,C2347126,C3495801,C0003873,C0023434,C0334619","C0024305,C0023434,C0003873,C0043092,C0343192","C0023434,C0003873",,C0017710
C10AA04,fluvastatin                                                                                                                                                                                                                                               ,1229,aad8b373-0aec-4efb-8e61-3d8114b31127                                                                                                                                                                                                                      ,"target:UMLS_CUI:C4029322,target:UMLS_CUI:C0549399,target:UMLS_CUI:C0020557,target:UMLS_CUI:C0855613,target:UMLS_CUI:C0853084,role:context,UMLS_CUI:C0242339|target:UMLS_CUI:C4029322,target:UMLS_CUI:C0549399,target:UMLS_CUI:C0020557,target:UMLS_CUI:C0855613,target:UMLS_CUI:C0853084,role:context,UMLS_CUI:C0342879|UMLS_CUI:C0853084,indication,SYM|UMLS_CUI:C0855613,indication,SYM|UMLS_CUI:C0549399,indication,SYM|UMLS_CUI:C0020557,indication,SYM|UMLS_CUI:C4029322,indication,SYM|label,DB01095","Slow Progression of Coronary Artery Disease,,|Mixed hyperlipidemia,C0020474,|Familial hypercholesterolemia - heterozygous,C0342882,|Hypercholesterolemia,C0020443,|Arteriosclerotic vascular disease,C0003850,DOID:2349|",1752,4,7,0,0,5,2,5,0,5,"C0242339,C0342879,C0853084,C0855613,C0549399,C0020557,C4029322","C0020474,C0342882,C0020443,C0003850",,,"C0242339,C0342879"
L01BB06,clofarabine                                                                                                                                                                                                                                               ,691,c35903cd-e9eb-4841-93d1-fc14249d1e9f                                                                                                                                                                                                                      ,"target:UMLS_CUI:C4054085,target:UMLS_CUI:C0278519,role:temporal aspects,UMLS_CUI:C0030755|target:UMLS_CUI:C4054085,target:UMLS_CUI:C0278519,role:context,UMLS_CUI:C1514457|UMLS_CUI:C4054085,UMLS_CUI:C0278519,indication,DM|label,DB00631","Acute lymphoid leukemia, disease,C0023449,DOID:9952|",1770,1,4,0,0,1,2,2,0,2,"C0030755,C1514457,C4054085,C0278519",C0023449,,,"C0030755,C1514457"
C02AC01,clonidine                                                                                                                                                                                                                                                 ,704,c60f781a-ad68-419a-8f87-137664f2bb43                                                                                                                                                                                                                      ,"UMLS_CUI:C0002772,role:compatible medication|UMLS_CUI:C0376196,role:compatible medication|DB00575,label","Open-angle glaucoma,C0017612,DOID:1067|Increased Intraocular Pressure after Ocular Procedure,,|Attention deficit hyperactivity disorder,C1263846,|Hypertensive disorder,C0020538,DOID:10763|Severe pain,C0278140,|",1666,4,2,0,0,5,2,0,0,0,"C0002772,C0376196","C0017612,C1263846,C0020538,C0278140",,,"C0002772,C0376196"
C05AD05,procaine                                                                                                                                                                                                                                                  ,2271,c80c810a-60e0-49bd-139c-95aec3a286fc                                                                                                                                                                                                                      ,"UMLS_CUI:C0002905,indication,DM|","Local anesthesia,C0002921,|Life-Threatening Ventricular Tachycardia,,|",1718,1,1,0,0,2,0,1,0,1,C0002905,C0002921,,,
C09CA08,olmesartan medoxomil                                                                                                                                                                                                                                      ,1985,71a67c63-afc5-470c-8f55-b20028177d5e                                                                                                                                                                                                                      ,"UMLS_CUI:C0002962,confirmed,indication,SYM|UMLS_CUI:C0038454,confirmed,indication,SYM|C0020473,confirmed,indication,SYM|C1301700,confirmed,indication,SYM|C0011849,confirmed,indication,SYM|DOID:557,UMLS_CUI:C0022658,indication,DM,SYM|DOID:5844,UMLS_CUI:C0038454,UMLS_CUI:C0007820,confirmed,SYM,indication|DOID:10763,UMLS_CUI:C0020538,indication,confirmed,DM|label,DB00275","Hypertensive disorder,C0020538,DOID:10763|",1747,1,8,1,0,1,0,8,1,8,"C0002962,C0038454,C0020473,C1301700,C0011849,C0022658,C0007820,C0020538",C0020538,C0020538,,
L01XA01,cisplatin                                                                                                                                                                                                                                                 ,4392,b2b029f5-0d7e-4e7f-accc-b722aec34c68                                                                                                                                                                                                                      ,"UMLS_CUI:C0005695,DOID_11054,indication,DM|UMLS_CUI:C0279680,indication,DM|target:UMLS_CUI:C0919267,role:co-prescribed medications,DB00531|UMLS_CUI:C0919267,DOID_2394,indication,DM|UMLS_CUI:C0039590,DOID_2998,indication,DM|label,DB00515","Ovarian Germ Cell Tumor Carcinoma,,|Malignant tumor of ovary,C1140680,DOID:2394|Testicular Germ Cell Tumor,,|Invasive Bladder Malignancy,,|",1800,1,4,0,0,4,0,4,0,4,"C0005695,C0279680,C0919267,C0039590",C1140680,,,
C10AB04,gemfibrozil                                                                                                                                                                                                                                               ,1285,a1da5a84-7529-4f62-867f-808a6cab40b8                                                                                                                                                                                                                      ,"UMLS_CUI:C0010068,indication,DM|target:UMLS_CUI:C0813230,role:context,UMLS_CUI:C0030305|UMLS_CUI:C0813230,indication,SYM|label,DB01241","Hypertriglyceridemia,C0020557,|Primary Prevention of Coronary Heart Disease,,|",1676,1,3,0,0,2,1,2,0,2,"C0010068,C0030305,C0813230",C0020557,,,C0030305
C09CA01,losartan                                                                                                                                                                                                                                                  ,1610,3cdcf8cc-4964-4c53-e054-00144ff88e88                                                                                                                                                                                                                      ,"UMLS_CUI:C0011881;C0700225;C0033687;C0011860;C0455527,indication|UMLS_CUI:C0149721,indication|DOID_5844,indication,UMLS_CUI:C0027051,secondary|DOID_6713,indication,UMLS_CUI:C0038454,UMLS_CUI:C0007820,secondary|UMLS_CUI:C0033687,DOID_576,indication,rejected|DOID:783,indication,rejected|UMLS_CUI:C0022658,DOID_557,indication,rejected|DOID_10763,indication,UMLS_CUI:C0020538,confirmed,DM|DB00678,label","Diabetic renal disease,C0011881,|Hypertensive urgency,C0745138,|Hypertensive disorder,C0020538,DOID:10763|Hypertension with Left Ventricular Hypertrophy,,|",1742,3,8,1,0,4,0,8,1,8,"C0011881;C0700225;C0033687;C0011860;C0455527,C0149721,C0027051,C0038454,C0007820,C0033687,C0022658,C0020538","C0011881,C0745138,C0020538",C0020538,,
C10AA07,rosuvastatin                                                                                                                                                                                                                                              ,2406,134c5455-5171-66f3-e0c4-c475978ffb22                                                                                                                                                                                                                      ,"UMLS_CUI:C0012155,role:co-therapies,target:UMLS_CUI_indication:C0020479|UMLS_CUI:C0585943,role:co-therapies,target:UMLS_CUI_indication:C0342881|UMLS_CUI:C0342881,indication,AT|UMLS_CUI:C0020479,indication,AT|UMLS_CUI:C0020557,indication,AT|label,DB01098","Primary Prevention of Coronary Heart Disease,,|Familial hypercholesterolemia - heterozygous,C0342882,|Cerebrovascular accident,C0038454,DOID:6713|Prevention of Transient Ischemic Attacks,,|Mixed hyperlipidemia,C0020474,|Familial hypercholesterolemia - homozygous,C0342881,|Arteriosclerotic vascular disease,C0003850,DOID:2349|Myocardial Infarction Prevention,,|Hypercholesterolemia,C0020443,|Hypertriglyceridemia,C0020557,|Familial type 3 hyperlipoproteinemia,C0020479,DOID:3145|",1754,8,5,3,0,11,2,3,3,3,"C0012155,C0585943,C0342881,C0020479,C0020557","C0342882,C0038454,C0020474,C0342881,C0003850,C0020443,C0020557,C0020479","C0342881,C0020557,C0020479",,"C0012155,C0585943"
C10BX10,rosuvastatin and valsartan                                                                                                                                                                                                                                ,2806,134c5455-5171-66f3-e0c4-c475978ffb22                                                                                                                                                                                                                      ,"UMLS_CUI:C0012155,role:co-therapies,target:UMLS_CUI_indication:C0020479|UMLS_CUI:C0585943,role:co-therapies,target:UMLS_CUI_indication:C0342881|UMLS_CUI:C0342881,indication,AT|UMLS_CUI:C0020479,indication,AT|UMLS_CUI:C0020557,indication,AT|label,DB01098","Chronic heart failure,C0264716,|Hypertensive disorder,C0020538,DOID:10763|Left ventricular cardiac dysfunction,C1997351,|",1688,3,5,0,0,3,2,3,0,3,"C0012155,C0585943,C0342881,C0020479,C0020557","C0264716,C0020538,C1997351",,,"C0012155,C0585943"
C07AA06,timolol                                                                                                                                                                                                                                                   ,4061,00f62dd1-dad2-4892-8a5d-21e5e54509ce                                                                                                                                                                                                                      ,"UMLS_CUI:C0017612,DOID:1067,DM,indication,confirmed|UMLS_CUI:C0028840,DM,indication,confirmed,DOID:9282|label,DB00373","Ocular hypertension,C0028840,DOID:9282|Migraine Prevention,,|Myocardial Reinfarction Prevention,,|Open-angle glaucoma,C0017612,DOID:1067|Hypertensive disorder,C0020538,DOID:10763|",1720,3,2,2,0,5,0,2,2,2,"C0017612,C0028840","C0028840,C0017612,C0020538","C0028840,C0017612",,
C01BA02,procainamide                                                                                                                                                                                                                                              ,2270,17e47845-daad-434c-a784-6d3875b0d704                                                                                                                                                                                                                      ,"UMLS_CUI:C0018939,contraindication|UMLS_CUI:C0750197,indication,DM,confirmed|UMLS_CUI:C0085612,indication,DM,confirmed|DOID_12987,UMLS_CUI:C0001824,contraindication|DOID_615,UMLS_CUI:C0023530,contraindication|label,DB01035","Life-Threatening Ventricular Tachycardia,,|",1695,0,5,0,0,1,3,2,0,2,"C0018939,C0750197,C0085612,C0001824,C0023530",,,,"C0018939,C0001824,C0023530"
C10AA05,atorvastatin                                                                                                                                                                                                                                              ,257,6ccdb6f3-22c7-5b48-46bc-ce4a4c65eb4d                                                                                                                                                                                                                      ,"UMLS_CUI:C0020479,indication,confirmed,DOID_3145|DOID_13809,UMLS_CUI:C0020474,indication,confirmed|DOID_0050527,indication,confirmed,UMLS_CUI: C0342879,UMLS_CUI:C0342882|UMLS_CUI:C0004153,indication,UMLS_CUI:C0010054,confirmed,DOID_2349|DB01076,label|UMLS_CUI:C0020473,indication,confirmed|UMLS_CUI:C0020443,indication,confirmed|DOID_6713,indication,confirmed,UMLS_CUI:C0038454,UMLS_CUI:C0007820|DOID_5844,indication,confirmed,UMLS_CUI:C0027051","Angina pectoris,C0002962,|Primary Prevention of Coronary Heart Disease,,|Hypercholesterolemia,C0020443,|Cerebrovascular accident,C0038454,DOID:6713|Familial hypercholesterolemia - heterozygous,C0342882,|Myocardial Infarction Prevention,,|Mixed hyperlipidemia,C0020474,|Arteriosclerotic vascular disease,C0003850,DOID:2349|Familial type 3 hyperlipoproteinemia,C0020479,DOID:3145|Slow Progression of Coronary Artery Disease,,|Familial hypercholesterolemia - homozygous,C0342881,|Prinzmetal angina,C0002963,|Hypertriglyceridemia,C0020557,|",1753,10,11,5,0,13,0,11,5,11,"C0020479,C0020474, C0342879,C0342882,C0004153,C0010054,C0020473,C0020443,C0038454,C0007820,C0027051","C0002962,C0020443,C0038454,C0342882,C0020474,C0003850,C0020479,C0342881,C0002963,C0020557","C0020443,C0038454,C0342882,C0020474,C0020479",,
C08CA03,isradipine                                                                                                                                                                                                                                                ,1511,bf3425e0-428d-4bdb-ac9a-3b9d483df83a                                                                                                                                                                                                                      ,"UMLS_CUI:C0020538,DOID:10763,indication,confirmed,DM|DB00270,label","Hypertensive disorder,C0020538,DOID:10763|",1731,1,1,1,0,1,0,1,1,1,C0020538,C0020538,C0020538,,
C09AA13,moexipril                                                                                                                                                                                                                                                 ,1827,e71002c8-3463-4950-b984-c4eee356a5f2                                                                                                                                                                                                                      ,"UMLS_CUI:C0020538,indication,DM|label,DB00691","Hypertensive disorder,C0020538,DOID:10763|",1741,1,1,1,0,1,0,1,1,1,C0020538,C0020538,C0020538,,
C03AA04,chlorothiazide                                                                                                                                                                                                                                            ,609,b9ee689a-ea12-435d-b01c-70d45891e62f                                                                                                                                                                                                                      ,"UMLS_CUI:C0020538,indication,DOID_10763|DB00612,label","Edema,C0013604,|Edema due to Nephrotic Syndrome,,|Pulmonary Edema due to Chronic Heart Failure,,|Hypertensive urgency,C0745138,|Hypertensive disorder,C0020538,DOID:10763|Hypertension with Left Ventricular Hypertrophy,,|Chronic heart failure,C0264716,|Edema due to Hepatic Cirrhosis,,|Peripheral Edema due to Chronic Heart Failure,,|",1675,4,1,1,0,9,0,1,1,1,C0020538,"C0013604,C0745138,C0020538,C0264716",C0020538,,
C07AB07,bisoprolol                                                                                                                                                                                                                                                ,380,b9ee689a-ea12-435d-b01c-70d45891e62f                                                                                                                                                                                                                      ,"UMLS_CUI:C0020538,indication,DOID_10763|DB00612,label","Hypertensive disorder,C0020538,DOID:10763|",1725,1,1,1,0,1,0,1,1,1,C0020538,C0020538,C0020538,,
C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,1385,b9ee689a-ea12-435d-b01c-70d45891e62f                                                                                                                                                                                                                      ,"UMLS_CUI:C0020538,indication,DOID_10763|DB00612,label","Edema due to Hepatic Cirrhosis,,|Hypertensive urgency,C0745138,|Hypertensive disorder,C0020538,DOID:10763|Peripheral Edema due to Chronic Heart Failure,,|Edema,C0013604,|Hypertension with Left Ventricular Hypertrophy,,|Chronic heart failure,C0264716,|Pulmonary Edema due to Chronic Heart Failure,,|Edema due to Nephrotic Syndrome,,|",1674,4,1,1,0,9,0,1,1,1,C0020538,"C0745138,C0020538,C0013604,C0264716",C0020538,,
C02BB01,mecamylamine                                                                                                                                                                                                                                              ,1646,b87994ee-26a5-4d00-99e7-796bc17961f1                                                                                                                                                                                                                      ,"UMLS_CUI:C0020540,indication,DOID_10824|UMLS_CUI:C0085580,indication,DOID_10825|DB00657,label","Hypertensive disorder,C0020538,DOID:10763|",1668,1,2,0,0,1,0,2,0,2,"C0020540,C0085580",C0020538,,,
L01BB04,cladribine                                                                                                                                                                                                                                                ,667,a2592a9b-bca6-4a5a-89c2-855a0634d5fe                                                                                                                                                                                                                      ,"UMLS_CUI:C0023443|label,DB00242","Hairy cell leukemia,C0023443,DOID:285|",1769,1,1,1,1,1,1,0,0,0,C0023443,C0023443,C0023443,C0023443,C0023443
L01CA02,vincristine                                                                                                                                                                                                                                               ,2825,a1869e23-b93b-4407-843b-4b830319d82e                                                                                                                                                                                                                      ,"UMLS_CUI:C0023449,indication,DM,DOID_9952|target:UMLS_CUI:C0023449,role:genetic,UMLS_CUI:C3888511|label,DB00541","Rhabdomyosarcoma,C0035412,DOID:3247|Nephroblastoma,C0027708,DOID:2154|Follicular non-Hodgkins lymphoma,C0024301,|Acute lymphoid leukemia, disease,C0023449,DOID:9952|Diffuse non-Hodgkins lymphoma, large cell,C0079744,|Burkitts lymphoma,C0006413,DOID:8584|Hodgkins disease,C0019829,DOID:8651,DOID:8567|Neuroblastoma,C0027819,DOID:769|Non-Hodgkins lymphoma,C0024305,DOID:8675|",1774,9,2,1,0,9,1,1,1,1,"C0023449,C3888511","C0035412,C0027708,C0024301,C0023449,C0079744,C0006413,C0019829,C0027819,C0024305",C0023449,,C3888511
C03DB01,amiloride                                                                                                                                                                                                                                                 ,158,dc7aef5e-9585-45b9-b317-4af570202ef5                                                                                                                                                                                                                      ,"UMLS_CUI:C0025741,role:co-therapies,target:UMLS_CUI:C0020538,target:UMLS_CUI:C0018802,target:UMLS_CUI:C1514284|rejected|DB00594,label|DOID_4500,UMLS_CUI:C1514284,indication,SYM,confirmed|DOID_10825,UMLS_CUI:C0085580,contraindication|DOID_6000,UMLS_CUI:C0018802,UMLS_CUI:C0018801,indication,DM,confirmed|DOID_10763,UMLS_CUI:C0020538,indication,DM,confirmed|label,DB00999","Edema,C0013604,|Hypokalemia Prevention,,|Hypertensive disorder,C0020538,DOID:10763|",1706,2,6,1,0,3,2,4,1,4,"C0025741,C1514284,C0085580,C0018802,C0018801,C0020538","C0013604,C0020538",C0020538,,"C0025741,C0085580"
L01AA02,chlorambucil                                                                                                                                                                                                                                              ,588,967ed3ff-d99b-41e8-b768-dfb586d3d9a6                                                                                                                                                                                                                      ,"UMLS_CUI:C0029662,indication,SYM|UMLS_CUI:C0023434,indication,SYM|label,DB00291","Follicular non-Hodgkins lymphoma,C0024301,|Hodgkins disease,C0019829,DOID:8651,DOID:8567|Chronic lymphoid leukemia, disease,C0023434,DOID:1040|",1761,3,2,1,0,3,0,2,1,2,"C0029662,C0023434","C0024301,C0019829,C0023434",C0023434,,
L01XA02,carboplatin                                                                                                                                                                                                                                               ,4133,f4baa639-287b-4d97-923f-ce5c6add531c                                                                                                                                                                                                                      ,"UMLS_CUI:C0029925,indication,DOID_4001","Malignant tumor of ovary,C1140680,DOID:2394|",1781,1,1,0,0,1,0,1,0,1,C0029925,C1140680,,,
C01BD04,dofetilide                                                                                                                                                                                                                                                ,942,8376ff7b-4ff2-485a-a08d-70844229a255                                                                                                                                                                                                                      ,"UMLS_CUI:C0039240,indication,confirmed,SYM|DOID_0060224,indication,UMLS_CUI:C0004238,confirmed,SYM|UMLS_CUI:C0235480,rejected,indication|DB00204,label","Cardioversion of Atrial Fibrillation,,|Cardioversion of Atrial Flutter,,|Atrial fibrillation,C0004238,DOID:0060224|",1654,1,3,1,0,3,0,3,1,3,"C0039240,C0004238,C0235480",C0004238,C0004238,,
C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,1510,e6582e24-9414-43b8-ac6f-b1422e3197cf                                                                                                                                                                                                                      ,"UMLS_CUI:C0040021,indication,DM|UMLS_CUI:C0003851,indication,DM|UMLS_CUI:C0917798,indication,SYM|label,DB08941","Raynauds disease,C0034734,DOID:10300|Disorder of blood vessel,C0042373,DOID:178|Cerebrovascular disease,C0007820,DOID:6713|",1710,3,3,0,0,3,0,3,0,3,"C0040021,C0003851,C0917798","C0034734,C0042373,C0007820",,,
C01CA04,dopamine                                                                                                                                                                                                                                                  ,947,5346622d-9719-493a-90f4-21f540d6cb2a                                                                                                                                                                                                                      ,"UMLS_CUI:C0042109,indication,DM,confirmed|UMLS_CUI:C0242073,indication,DM,confirmed|DOID_4481,UMLS_CUI:C0002103,indication,DM,confirmed|DOID_2030,UMLS_CUI:C0003469,indication,DM,confirmed|label,DB00988","Low cardiac output syndrome,C0600177,|Low blood pressure,C0020649,|Decompensated cardiac failure,C0581377,|",1656,3,4,0,0,3,0,4,0,4,"C0042109,C0242073,C0002103,C0003469","C0600177,C0020649,C0581377",,,
C01BD01,amiodarone                                                                                                                                                                                                                                                ,176,08641e51-abca-4c1c-ba19-d24435332018                                                                                                                                                                                                                      ,"UMLS_CUI:C0042514,indication,DM|UMLS_CUI:C1739149,indication,DM|UMLS_CUI:C0085612,indication,DM|label,DB01118","Ventricular fibrillation,C0042510,|Prevention of Ventricular Fibrillation,,|Life-Threatening Ventricular Tachycardia,,|",1653,1,3,0,0,3,0,3,0,3,"C0042514,C1739149,C0085612",C0042510,,,
L01DC01,bleomycin                                                                                                                                                                                                                                                 ,4742,b5806c40-12ce-48e3-8abd-9f8997ef4428                                                                                                                                                                                                                      ,"UMLS_CUI:C0080032,indication,SYM|UMLS_CUI:C0677483,indication,SYM|UMLS_CUI:C0024299,indication,SYM|UMLS_CUI:C0007137,indication,SYM|label,DB00290","Malignant tumor of cervix,C0007847,DOID:4362|Squamous cell carcinoma,C0007137,DOID:1749,DOID:0050865|Hodgkins disease,C0019829,DOID:8651,DOID:8567|Non-Hodgkins lymphoma,C0024305,DOID:8675|Diffuse non-Hodgkins lymphoma, large cell,C0079744,|Follicular non-Hodgkins lymphoma,C0024301,|Pleural Malignant Effusions,,|Malignant tumor of head and/or neck,C0278996,|Testicular Germ Cell Tumor,,|Malignant tumor of penis,C0153601,DOID:11615|International Federation of Gynecology and Obstetrics stage finding for vulvar carcinoma,C1272826,|Hodgkins disease,C0019829,DOID:8651,DOID:8567|",1801,9,4,1,0,12,0,4,1,4,"C0080032,C0677483,C0024299,C0007137","C0007847,C0007137,C0019829,C0024305,C0079744,C0024301,C0278996,C0153601,C1272826",C0007137,,
C07AB04,acebutolol                                                                                                                                                                                                                                                ,40,28f8c26c-a1e1-4485-a45f-05c82f7a34b5                                                                                                                                                                                                                      ,"UMLS_CUI:C0085612,indication,SYM|DOID_10763,UMLS_CUI:C0020538,indication,SYM|label,DB01193","Hypertensive disorder,C0020538,DOID:10763|Ventricular premature beats,C0151636,|",1723,2,2,1,0,2,0,2,1,2,"C0085612,C0020538","C0020538,C0151636",C0020538,,
C01BC04,flecainide                                                                                                                                                                                                                                                ,1176,fa68b35e-9f50-408b-9e70-e84cecf3fd6e                                                                                                                                                                                                                      ,"UMLS_CUI:C0085612,indication,SYM|UMLS_CUI:C0039232,indication,SYM|UMLS_CUI:C0039240,indication,SYM|label,DB01195","Life-Threatening Ventricular Tachycardia,,|Prevention of Paroxysmal Supraventricular Tachycardia,,|Atrial fibrillation,C0004238,DOID:0060224|Paroxysmal atrial flutter,C0741292,|Paroxysmal atrial fibrillation,C0235480,|",1652,3,3,0,0,5,0,3,0,3,"C0085612,C0039232,C0039240","C0004238,C0741292,C0235480",,,
C10AA08,pitavastatin                                                                                                                                                                                                                                              ,2214,44dcbf97-99ec-427c-ba50-207e0069d6d2                                                                                                                                                                                                                      ,"UMLS_CUI:C0242339,indication,AT|UMLS_CUI:C0342890,indication,AT|label,DB08860","Mixed hyperlipidemia,C0020474,|Hypercholesterolemia,C0020443,|",1755,2,2,0,0,2,0,2,0,2,"C0242339,C0342890","C0020474,C0020443",,,
C09AA05,ramipril                                                                                                                                                                                                                                                  ,2356,8b59207a-ea5c-4697-a8b6-94c3015a00de                                                                                                                                                                                                                      ,"UMLS_CUI: C0262428,indication,rejected|UMLS_CUI: C1565489,indication,rejected|DOID:1558,indication,rejected,UMLS_CUI:C0002994|DOID:12987,indication,rejected,UMLS_CUI:C0001824|DOID:10763,UMLS_CUI:C0020538,indication,DM|DB00178,label|DOID_1558,rejected,UMLS_CUI:C0002994,indication|label,DB00178|rejected,UMLS_CUI:C0262428|DOID_12987,rejected,UMLS_CUI:C0001824|DOID_10763,confirmed,UMLS_CUI:C0020538","Cerebrovascular accident,C0038454,DOID:6713|Chronic heart failure,C0264716,|Myocardial Infarction Prevention,,|Left ventricular cardiac dysfunction,C1997351,|Hypertensive disorder,C0020538,DOID:10763|",1739,4,6,1,1,5,3,5,1,3," C0262428, C1565489,C0002994,C0001824,C0020538,C0262428","C0038454,C0264716,C1997351,C0020538",C0020538,C0020538,"C0262428,C0001824,C0020538"
L01XX22,alitretinoin                                                                                                                                                                                                                                              ,3862,9cf04dad-e312-4b8f-a297-1e002d43e151                                                                                                                                                                                                                      ,"UMLS_CUI:C0276535,indication,SYM|label,DB00523","Kaposis Sarcoma Skin Lesions,,|",1791,0,1,0,0,1,0,1,0,1,C0276535,,,,
L01XC03,trastuzumab                                                                                                                                                                                                                                               ,4979,492dbdb2-077e-4064-bff3-372d6af0a7a2                                                                                                                                                                                                                      ,"UMLS_CUI:C0278498,indication,DM|UMLS_CUI:C0278488,indication,DM|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00958|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB01248|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB01229|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00531|target:UMLS_CUI:C1458155,target:UMLS_CUI:C0006142,target:DOID_1612,role:co-prescribed medications,DB00997|UMLS_CUI:C1960398,target:UMLS_CUI:C0006142,target:UMLS_CUI:C1458155,target:DOID_1612,role:genetic|UMLS_CUI:C0006142,UMLS_CUI:C1458155,DOID_1612,indication,AT|label,DB00072","HER2-positive carcinoma of breast,C1960398,|Secondary malignant neoplasm of female breast,C0346993,|Secondary malignant neoplasm of stomach,C0686068,|",1795,3,5,1,1,3,1,4,0,4,"C0278498,C0278488,C1960398,C0006142,C1458155","C1960398,C0346993,C0686068",C1960398,C1960398,C1960398
